JOIN RESULT FROM pd.read_sql()
================================================================================
     category_name                                                                     title  rating  price_gbp  price_inr  in_stock
       Historical Fiction                                                     The Passion of Dolssa                   5                  28.32                2987.76                  True     Historical Fiction                                                     The Passion of Dolssa                5               28.32             2987.76               True
       Historical Fiction                                                    Voyager (Outlander #3)                   5                  21.07                2222.89                  True     Historical Fiction                                                    Voyager (Outlander #3)                5               21.07             2222.89               True
       Historical Fiction                                                    Between Shades of Gray                   5                  20.79                2193.34                  True     Historical Fiction                                                    Between Shades of Gray                5               20.79             2193.34               True
       Historical Fiction                         A Spy's Devotion (The Regency Spies of London #1)                   5                  16.97                1790.33                  True     Historical Fiction                         A Spy's Devotion (The Regency Spies of London #1)                5               16.97             1790.33               True
       Historical Fiction                                                         A Paris Apartment                   4                  39.01                4115.55                  True     Historical Fiction                                                         A Paris Apartment                4               39.01             4115.55               True
       Historical Fiction                           World Without End (The Pillars of the Earth #2)                   4                  32.97                3478.34                  True     Historical Fiction                           World Without End (The Pillars of the Earth #2)                4               32.97             3478.34               True
       Historical Fiction                                                 The Marriage of Opposites                   4                  28.08                2962.44                  True     Historical Fiction                                                 The Marriage of Opposites                4               28.08             2962.44               True
       Historical Fiction                                                     Lost Among the Living                   4                  27.70                2922.35                  True     Historical Fiction                                                     Lost Among the Living                4               27.70             2922.35               True
       Historical Fiction                           Glory over Everything: Beyond The Kitchen House                   3                  45.84                4836.12                  True     Historical Fiction                           Glory over Everything: Beyond The Kitchen House                3               45.84             4836.12               True
       Historical Fiction                                                         The Secret Healer                   3                  34.56                3646.08                  True     Historical Fiction                                                         The Secret Healer                3               34.56             3646.08               True
       Historical Fiction Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton                   3                  29.69                3132.30                  True     Historical Fiction Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton                3               29.69             3132.30               True
       Historical Fiction                                                                  Starlark                   3                  25.83                2725.06                  True     Historical Fiction                                                                  Starlark                3               25.83             2725.06               True
       Historical Fiction                                The Constant Princess (The Tudor Court #1)                   3                  16.62                1753.41                  True     Historical Fiction                                The Constant Princess (The Tudor Court #1)                3               16.62             1753.41               True
       Historical Fiction                                          The Last Painting of Sara de Vos                   2                  55.55                5860.52                  True     Historical Fiction                                          The Last Painting of Sara de Vos                2               55.55             5860.52               True
       Historical Fiction                                                     Girl in the Blue Coat                   2                  46.83                4940.56                  True     Historical Fiction                                                     Girl in the Blue Coat                2               46.83             4940.56               True
       Historical Fiction                                                      Love, Lies and Spies                   2                  20.55                2168.02                  True     Historical Fiction                                                      Love, Lies and Spies                2               20.55             2168.02               True
       Historical Fiction                                                               Lilac Girls                   2                  17.28                1823.04                  True     Historical Fiction                                                               Lilac Girls                2               17.28             1823.04               True
       Historical Fiction                                                        Tipping the Velvet                   1                  53.74                5669.57                  True     Historical Fiction                                                        Tipping the Velvet                1               53.74             5669.57               True
       Historical Fiction                         The Guernsey Literary and Potato Peel Pie Society                   1                  49.53                5225.42                  True     Historical Fiction                         The Guernsey Literary and Potato Peel Pie Society                1               49.53             5225.42               True
       Historical Fiction                                                    The Invention of Wings                   1                  37.34                3939.37                  True     Historical Fiction                                                    The Invention of Wings                1               37.34             3939.37               True
       Historical Fiction                                                     The House by the Lake                   1                  36.95                3898.23                  True     Historical Fiction                                                     The House by the Lake                1               36.95             3898.23               True
       Historical Fiction                                                 Girl With a Pearl Earring                   1                  26.77                2824.24                  True     Historical Fiction                                                 Girl With a Pearl Earring                1               26.77             2824.24               True
                  Mystery  The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)                   5                  52.30                5517.65                  True                Mystery  The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)                5               52.30             5517.65               True
                  Mystery                                    A Time of Torment (Charlie Parker #14)                   5                  48.35                5100.92                  True                Mystery                                    A Time of Torment (Charlie Parker #14)                5               48.35             5100.92               True
                  Mystery         What Happened on Beale Street (Secrets of the South Mysteries #2)                   5                  25.37                2676.54                  True                Mystery         What Happened on Beale Street (Secrets of the South Mysteries #2)                5               25.37             2676.54               True
                  Mystery                                         The Silkworm (Cormoran Strike #2)                   5                  23.05                2431.78                  True                Mystery                                         The Silkworm (Cormoran Strike #2)                5               23.05             2431.78               True
                  Mystery                                                         The Girl You Lost                   5                  12.29                1296.59                  True                Mystery                                                         The Girl You Lost                5               12.29             1296.59               True
                  Mystery    The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)                   4                  57.70                6087.35                  True                Mystery    The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)                4               57.70             6087.35               True
                  Mystery                                                       The Past Never Ends                   4                  56.50                5960.75                  True                Mystery                                                       The Past Never Ends                4               56.50             5960.75               True
                  Mystery                     Murder at the 42nd Street Library (Raymond Ambler #1)                   4                  54.36                5734.98                  True                Mystery                     Murder at the 42nd Street Library (Raymond Ambler #1)                4               54.36             5734.98               True
                  Mystery                                                             Sharp Objects                   4                  47.82                5045.01                  True                Mystery                                                             Sharp Objects                4               47.82             5045.01               True
                  Mystery                           The Murder of Roger Ackroyd (Hercule Poirot #4)                   4                  44.10                4652.55                  True                Mystery                           The Murder of Roger Ackroyd (Hercule Poirot #4)                4               44.10             4652.55               True
                  Mystery                       The Mysterious Affair at Styles (Hercule Poirot #1)                   4                  24.80                2616.40                  True                Mystery                       The Mysterious Affair at Styles (Hercule Poirot #1)                4               24.80             2616.40               True
                  Mystery                          Delivering the Truth (Quaker Midwife Mystery #1)                   4                  20.89                2203.90                  True                Mystery                          Delivering the Truth (Quaker Midwife Mystery #1)                4               20.89             2203.90               True
                  Mystery                                             Boar Island (Anna Pigeon #19)                   3                  59.48                6275.14                  True                Mystery                                             Boar Island (Anna Pigeon #19)                3               59.48             6275.14               True
                  Mystery                                                                The Exiled                   3                  43.45                4583.98                  True                Mystery                                                                The Exiled                3               43.45             4583.98               True
                  Mystery                                                               Most Wanted                   3                  35.28                3722.04                  True                Mystery                                                               Most Wanted                3               35.28             3722.04               True
                  Mystery                                          Poisonous (Max Revere Novels #3)                   3                  26.80                2827.40                  True                Mystery                                          Poisonous (Max Revere Novels #3)                3               26.80             2827.40               True
                  Mystery                                        Extreme Prey (Lucas Davenport #26)                   3                  25.40                2679.70                  True                Mystery                                        Extreme Prey (Lucas Davenport #26)                3               25.40             2679.70               True
                  Mystery                                      Blood Defense (Samantha Brinkman #1)                   3                  20.30                2141.65                  True                Mystery                                      Blood Defense (Samantha Brinkman #1)                3               20.30             2141.65               True
                  Mystery                                 The Girl In The Ice (DCI Erika Foster #1)                   3                  15.85                1672.18                  True                Mystery                                 The Girl In The Ice (DCI Erika Foster #1)                3               15.85             1672.18               True
                  Mystery                                                         Playing with Fire                   3                  13.71                1446.41                  True                Mystery                                                         Playing with Fire                3               13.71             1446.41               True
                  Mystery                                            The Last Mile (Amos Decker #2)                   2                  54.21                5719.16                  True                Mystery                                            The Last Mile (Amos Decker #2)                2               54.21             5719.16               True
                  Mystery                                     In the Woods (Dublin Murder Squad #1)                   2                  38.38                4049.09                  True                Mystery                                     In the Woods (Dublin Murder Squad #1)                2               38.38             4049.09               True
                  Mystery                                                                 The Widow                   2                  27.26                2875.93                  True                Mystery                                                                 The Widow                2               27.26             2875.93               True
                  Mystery                                       Career of Evil (Cormoran Strike #3)                   2                  24.72                2607.96                  True                Mystery                                       Career of Evil (Cormoran Strike #3)                2               24.72             2607.96               True
                  Mystery                                   A Study in Scarlet (Sherlock Holmes #1)                   2                  16.73                1765.02                  True                Mystery                                   A Study in Scarlet (Sherlock Holmes #1)                2               16.73             1765.02               True
                  Mystery                                       1st to Die (Women's Murder Club #1)                   1                  53.98                5694.89                  True                Mystery                                       1st to Die (Women's Murder Club #1)                1               53.98             5694.89               True
                  Mystery                                                      In a Dark, Dark Wood                   1                  19.63                2070.96                  True                Mystery                                                      In a Dark, Dark Wood                1               19.63             2070.96               True
                  Mystery                                 The Cuckoo's Calling (Cormoran Strike #1)                   1                  19.21                2026.66                  True                Mystery                                 The Cuckoo's Calling (Cormoran Strike #1)                1               19.21             2026.66               True
                  Mystery                                                          A Murder in Time                   1                  16.64                1755.52                  True                Mystery                                                          A Murder in Time                1               16.64             1755.52               True
                  Mystery                                    That Darkness (Gardiner and Renner #1)                   1                  13.92                1468.56                  True                Mystery                                    That Darkness (Gardiner and Renner #1)                1               13.92             1468.56               True
                  Mystery                                                Hide Away (Eve Duncan #20)                   1                  11.84                1249.12                  True                Mystery                                                Hide Away (Eve Duncan #20)                1               11.84             1249.12               True
                  Mystery                                      Tastes Like Fear (DI Marnie Rome #3)                   1                  10.69                1127.79                  True                Mystery                                      Tastes Like Fear (DI Marnie Rome #3)                1               10.69             1127.79               True

Equivalent: True
